Questions,Subject,Question,option_1,option_2,option_3,option_4,correct_answer,topic,Topic_Difficulty,student_id,quiz_attempt,score,time_taken,difficulty,recommended_next_topic
"Point \( ^{\prime} A^{\prime} \) moves uniformly with speed
\( v_{1}(=20 m / \text {sec}) \) so that vector \( \vec{v}_{1} \) is
continuously 'aimed' at point ' \( B^{\prime} \) which in turn moves rectilinearly and uniformly with velocity \( v_{2}(=10 m / s e c) \)
along the path \( P \rightarrow Q \) as shown in the
figure. If the time (in sec)when the
points \( A \) and \( B \) converge is \( \frac{3 k}{7} . \) Then
find the value of \( k ? \)",Physics,,,,,,,Kinematics,Easy,1056,7,73,240,Hard,kinematics
"Two equal charges q of opposite sign are separated by a small distance '2l.' The
electric potential at a point on the
perpendicular bisector of the line joining
the two charges at a distance r is:
\( \mathbf{A} \cdot \frac{1}{4 \pi \varepsilon_{0}} \frac{q}{r} \)
B. \( \frac{1}{4 \pi \varepsilon_{0}} \frac{2 q}{r} \)
c. zero
D. \( \frac{1}{4 \pi \varepsilon_{0}} \frac{2 q}{r^{2}} \)",Physics,,,,,,,Electricity,Hard,1038,8,46,225,Medium,electricity
"An electron initially at rest is accelerated through a potential difference of one volt. The energy gained by the electron is:
A. 15
B . \( 1.6 \times 10^{-19} \mathrm{J} \)
\( \mathbf{c} \cdot 10^{-19} J \)
D. None of these",Physics,,,,,,,Kinematics,Easy,1008,10,86,166,Hard,kinematics
"In a thermo-nuclear reaction, \( 10^{-3} \mathrm{Kg} \) of
Hydrogen is converted into \( 0.99 \times 10^{-3} \)
kg of Helium. If the efficiency of the generator is \( 50 \% \), the electrical energy
generated in KWH is
A \( \cdot 10^{5} \)
B . \( 1.5 \times 10^{5} \)
c. \( 1.25 \times 10^{5} \)
D. \( 1.3 \times 10^{5} \)",Physics,,,,,,,Mechanics,Medium,1053,10,54,220,Medium,optics
"Two equal charges \( q \) are placed at a
distance \( 2 a \) and a third charge \( -2 q \) is
placed at the midpoint. The potential energy of the system is
A \( \cdot \frac{9 q^{2}}{8 \pi \epsilon_{0} a} \)
В. \( \frac{q^{2}}{8 \pi \epsilon_{0} a} \)
c. \( \frac{-7 q^{2}}{8 \pi \epsilon_{0} a} \)
D. \( \frac{6 q^{2}}{8 \pi \epsilon_{0} a} \)",Physics,,,,,,,Mechanics,Medium,1098,6,25,230,Easy,mechanics
"A fly wheel of moment of inertia lis rotating at n revolutions per sec. The work needed to double the frequency would be -
\( \mathbf{A} \cdot 2 \pi^{2} I n^{2} \)
В. \( 4 \pi^{2} I n^{2} \)
\( \mathbf{c} \cdot 6 \pi^{2} I N^{2} \)
D. \( 8 \pi^{2} I n^{2} \)",Physics,,,,,,,Mechanics,Medium,1088,7,44,82,Medium,mechanics
"Bose-Einstein condensate is based on
which scientific principle?
A. Magnetic confinement of plasma
B. Trapping and cooling of atoms by laser beams and magnetic fields
C. Wave nature of electrons
D. Motion of charged particles in electromagnetic fields",Physics,"Bose-Einstein condensate is based on
which scientific principle?",Magnetic confinement of plasma,Trapping and cooling of atoms by laser beams and magnetic fields,Wave nature of electrons,Motion of charged particles in electromagnetic fields,,Kinematics,Easy,1022,6,46,98,Medium,mechanics
"determine the total work done on the
block
A . 12.45
B . 24.9
c. 49.8
D. 99.6",Physics,,,,,,,Mechanics,Medium,1002,2,90,192,Hard,thermodynamics
"Q Type your question-
to two ideal voltmeters \( V_{1} \& V_{2} \)
Assume that a voltmeter reads \( \Delta V= \)
\( -\int_{a}^{b} \vec{E} \cdot d \vec{\ell} \) between its terminals. A time varying magnetic field \( B(t) \) exists in a circular region of radius a and it is
directed into the plane of the figure
\( B(t)=B_{0} t \) where \( B_{0} \) is a positive
constant of proper dimensions and t is
the time. The emf induced in the circuit
is :
\( A \cdot 2 \pi a^{2} B_{0} \)
В \( \cdot \pi a^{2} B_{0} \)
c. \( \frac{a^{2} B_{0}}{2} \)
D・ \( \pi a^{2} B_{0} \)",Physics,,,,,,,Electricity,Hard,1003,3,84,194,Hard,thermodynamics
"Fill in the blank.
Water offers fluid friction as
compared to honey.
A. higher
B. lower
c. same
D. zero",Physics,"Fill in the blank.
Water offers fluid friction as
compared to honey.",higher,lower,same,zero,,Mechanics,Medium,1012,9,60,298,Medium,optics
"Rainbow is caused due to:
This question has multiple correct options
A. reflection of sunlight by air molecules
B. dispersion of sunlight from water drops
C. refraction of sunlight from water drops
D. refraction of sun rays by air molecules",Physics,"Rainbow is caused due to:
This question has multiple correct options",reflection of sunlight by air molecules,dispersion of sunlight from water drops,refraction of sunlight from water drops,refraction of sun rays by air molecules,,Optics,Easy,1011,4,30,156,Easy,optics
"By inserting an iron core in a coil carrying current,the strength of its magnetic field will:
A. Increase
B. Decrease
c. Remain same
D. Become zero",Physics,"By inserting an iron core in a coil carrying current,the strength of its magnetic field will:",Increase,Decrease,Remain same,Become zero,,Electricity,Hard,1010,8,60,187,Medium,optics
"The class of diffraction in which
incident and diffracted wave fronts are
planar is called:
A. Fresnel diffraction
B. Fraunhofer diffraction
c. Huygens' diffraction
D. Newton's diffraction",Physics,"The class of diffraction in which
incident and diffracted wave fronts are
planar is called:",Fresnel diffraction,Fraunhofer diffraction,Huygens' diffraction,Newton's diffraction,,Mechanics,Medium,1021,4,94,252,Hard,thermodynamics
"Calculate the quantity of heat required to convert \( 1.5 \mathrm{kg} \) of ice at \( 100^{\circ} \mathrm{C} \) to water
\( \operatorname{at} 15^{\circ} C .\left(L_{i c e}=3.34 \times\right. \)
\( \mathbf{1 0}^{\mathbf{5}} \boldsymbol{J} \quad \boldsymbol{k} \boldsymbol{g}^{-\mathbf{1}}, \boldsymbol{C}_{\boldsymbol{w} a t e r}= \)
\( \begin{array}{llll}\mathbf{4 1 8 0} & \boldsymbol{J} & \boldsymbol{k g}^{-1} & ^{\circ} \boldsymbol{C}^{-1} \mathbf{)}\end{array} \)
\( \begin{array}{llll}\text { A } \cdot 5.85 & \times & 10^{5} & J\end{array} \)
\( \begin{array}{llll}\text { В. } 5.95 & \times & 10^{5} & J\end{array} \)
\( \begin{array}{llll}\text { C } \cdot 3.95 & \times & 10^{5} & J\end{array} \)
\( \begin{array}{llll}\text { D. } 4.95 & \times & 10^{5} & J\end{array} \)",Physics,,,,,,,Thermodynamics,Medium,1014,4,93,44,Hard,kinematics
"A particle moves in x-y under the action of the force \( \overrightarrow{\mathbf{F}} \) Such that \( \mathbf{x} \) and \( \mathbf{y} \)
components of linear momentum, \( \overrightarrow{\mathbf{P}} \) at any time \( t \) are 2 cos \( t \) and \( 2 \sin t . \) Find the angle between \( \overrightarrow{\mathbf{F}} \& \overrightarrow{\mathbf{P}} \) at a given time
\( A \cdot 60^{\circ} \)
B. 300
\( c \cdot 0^{0} \)
D. \( 90^{\circ} \)",Physics,,,,,,,Mechanics,Medium,1063,9,91,121,Hard,thermodynamics
"A particle is thrown upwards from the ground. It experiences a constant resistance force which can produce
retardation \( 2 \frac{m}{s^{2}} . \) The ratio of time of
ascent to the time of descent is? \( [\boldsymbol{g}= \)
\( \left.\mathbf{1 0 m} / \boldsymbol{s}^{\mathbf{2}}\right] \)
A . 1:
B. \( \sqrt{\frac{2}{3}} \)
\( c \cdot \frac{2}{3} \)
D. \( \sqrt{\frac{3}{2}} \)",Physics,,,,,,,Mechanics,Medium,1090,7,24,220,Easy,mechanics
"Electrical conduction in a
semiconductor takes place due to
A. electrons only
B. holes only
c. both electrons and holes
D. neither electrons nor holes",Physics,"Electrical conduction in a
semiconductor takes place due to",electrons only,holes only,both electrons and holes,neither electrons nor holes,,Modern Physics,Hard,1051,7,59,253,Medium,electricity
"A speaker emits a sound wave of
frequency \( f_{0} . \) When it moves towards a stationary observer with speed \( u \). The
observer measures a frequency \( f_{1} \). If the
speaker is stationary, and the observer
moves towards it with speed \( u, \) the
measured frequency is \( f_{2} \). Then
A \( \cdot f_{1}=f_{2}<f_{0} \)
в. \( f_{1}>f_{2} \)
c. \( f_{1}<f_{2} \)
D. \( f_{1}=f_{2}>f_{0} \)",Physics,,,,,,,Other,Unknown,1087,9,59,110,Medium,optics
"Mark the correct statement
A. Hard surfaces are good reflectors of sound.
B. Soft surfaces are poor reflector of sound.
C. Bad reflectors of sound are good absorbers of sound.
D. All",Physics,Mark the correct statement,Hard surfaces are good reflectors of sound.,Soft surfaces are poor reflector of sound.,Bad reflectors of sound are good absorbers of sound.,All,,Other,Unknown,1085,6,33,170,Easy,other
"Reflection of a light wave at a fixed point results in a phase difference between incident and reflected wave of
This question has multiple correct options
A \( \cdot \frac{3 \pi}{2} \)
в. \( 2 \pi \)
\( c . \pi \)
D.",Physics,,,,,,,Optics,Easy,1013,2,30,223,Easy,optics
"A man can read the number of a distant
bus clearly but is not able to read a book clearly. Which defect of the eye is he suffering from?
A. Myopia
B. Hypermetropia
c. cataract
D. Astigmatism",Physics,"A man can read the number of a distant
bus clearly but is not able to read a book clearly. Which defect of the eye is he suffering from?",Myopia,Hypermetropia,cataract,Astigmatism,,Other,Unknown,1060,3,88,95,Hard,thermodynamics
羊 里 月 卓,Physics,,,,,,,Other,Unknown,1080,9,87,283,Hard,thermodynamics
"A person having eye problems should eat:
A. spinach, carrot
B. egg, milk
c. rice, banana
D. meat, apple",Physics,A person having eye problems should eat:,"spinach, carrot","egg, milk","rice, banana","meat, apple",,Other,Unknown,1025,1,79,270,Hard,thermodynamics
"Write Copper, Steel, Glass and Rubber in order of increasing coefficient of elasticity
A. Steel, Rubber, Copper, Glass
B. Rubber. Copper, Glass, Steel
c. Rubber. Glass, steel, Copper
D. Rubber. Glass, copper, Steel",Physics,"Write Copper, Steel, Glass and Rubber in order of increasing coefficient of elasticity","Steel, Rubber, Copper, Glass","Rubber. Copper, Glass, Steel","Rubber. Glass, steel, Copper","Rubber. Glass, copper, Steel",,Other,Unknown,1032,2,85,76,Hard,kinematics
"If we assume kinetic energy of a proton is equal to energy of the photon, the ratio of de Broglie wave length of proton to photon is proportional to:
A. \( E \)
\( \mathbf{B} \cdot E^{-1 / 2} \)
\( c \cdot E^{1 / 2} \)
D. \( E^{3 / 2} \)",Physics,,,,,,,Mechanics,Medium,1029,8,90,288,Hard,thermodynamics
"Cataract is a condition of eye when:
A. eye sight becomes foggy
B. eye lens becomes cloudy
C. there is a loss of vision
D. all of the above",Physics,Cataract is a condition of eye when:,eye sight becomes foggy,eye lens becomes cloudy,there is a loss of vision,all of the above,,Optics,Easy,1097,9,72,231,Hard,thermodynamics
"If an incident light ray is reflected back along its original path by a plane mirror, then its angle of incidence is:
A \( \cdot 0^{\circ} \)
B. \( 90^{\circ} \)
\( c \cdot 45^{\circ} \)
D. \( 30^{\circ} \)",Physics,,,,,,,Optics,Easy,1051,10,70,159,Hard,kinematics
"A glass test tube containing some water is immersed in boiling water so
that the upper end of the test is outside.
It is found that water in the test tube
does not boil even if it is kept there for a
long time. Why?",Physics,,,,,,,Other,Unknown,1099,7,86,159,Hard,kinematics
"Swinging of table fan is an example of which type of motion?
A. Oscillatory motion
B. One dimenetional motion
c. Projectile motion
D. None of the above",Physics,Swinging of table fan is an example of which type of motion?,Oscillatory motion,One dimenetional motion,Projectile motion,None of the above,,Kinematics,Easy,1020,9,21,231,Easy,kinematics
"Who first proposed that light was wavelike in character?
A. Huygens
B. Newton
c. Young
D. Maxwell",Physics,Who first proposed that light was wavelike in character?,Huygens,Newton,Young,Maxwell,,Optics,Easy,1015,2,30,252,Easy,optics
"State whether the given statement is
True or False :

Gauss' law is useful for the calculation
of electrostatic field when the system
doesn't possess any symmetry.
A. True
B. False",Physics,,,,,,,Other,Unknown,1072,7,72,224,Hard,kinematics
"Why does the sun appear reddish early in the morning? Will this phenomenon be observed by an astronaut on the Moon? Give reason to justify your
answer",Physics,,,,,,,Other,Unknown,1024,3,70,271,Hard,kinematics
"Tow monochromatic coherent source of
wavelength \( 5000 A \) are placed along the
line normal to the screen as shown in
the figure.
(a) Determine the condition for maxima
at the point \( \boldsymbol{P} \)
(b) Find the order of the centre bright
fringe if \( \boldsymbol{d}=\mathbf{0 . 5} \boldsymbol{m m}, \boldsymbol{D}=\mathbf{1} \boldsymbol{m} \)",Physics,,,,,,,Other,Unknown,1016,5,23,246,Easy,other
"If mass-energy equvalence is taken into account, when water is cooled to form
ice, the mass of ater should
A. Increase
B. Remain unchanged
c. decrease
D. First increase and then decrease",Physics,"If mass-energy equvalence is taken into account, when water is cooled to form
ice, the mass of ater should",Increase,Remain unchanged,decrease,First increase and then decrease,,Mechanics,Medium,1091,2,52,31,Medium,electricity
"Atmosphere maintain the temperature on the surface of earth because
A. It contains water vapour in it
B. It holds air, which is a bad conductor of heat
c. It reflects the heat rays.
D. It absorbs the heat rays",Physics,Atmosphere maintain the temperature on the surface of earth because,It contains water vapour in it,"It holds air, which is a bad conductor of heat",It reflects the heat rays.,It absorbs the heat rays,,Thermodynamics,Medium,1015,4,44,228,Medium,electricity
"A block of carbon, \( 1.0 \mathrm{cm} \) by \( 2.0 \mathrm{cm} \) by
\( 5.0 \mathrm{cm}, \) has a resistance of 0.015
between its two smaller faces. What is
the resistivity of carbon?
A \( \cdot 1 \times 10^{-8} \Omega m \)
В. \( 2 \times 10^{-8} \Omega m \)
c. \( 4 \times 10^{-5} \Omega m \)
D. \( 6 \times 10^{-8} \Omega m \)",Physics,,,,,,,Electricity,Hard,1097,10,24,257,Easy,electricity
"According to Laplace correction, the propagation of sound in gas takes place under
A. isothermal condition
B. isobaric condition
c. isochoric condition
D. adiabatic condition",Physics,"According to Laplace correction, the propagation of sound in gas takes place under",isothermal condition,isobaric condition,isochoric condition,adiabatic condition,,Thermodynamics,Medium,1079,6,74,131,Hard,kinematics
"\( \sqrt{\mu_{0} \epsilon_{0}} \) has the dimensions
\( \mathbf{A} \cdot\left[M^{0} L T^{-1}\right] \)
В . \( \left[M^{0} L^{-1} T\right] \)
\( \mathbf{c} \cdot\left[M^{2} L^{3} T^{-1}\right] \)
D \cdot \( \left[M^{-1} L^{3} T^{-2}\right] \)",Physics,,,,,,,Other,Unknown,1091,8,61,35,Medium,optics
"The diagram shows the displacement-
time graph for a vibrating body. Give an
example of a body producing such
vibrations :",Physics,,,,,,,Kinematics,Easy,1077,9,97,196,Hard,kinematics
"Which of the following is a consequence of the fact that the rotation and
revolution periods of the moon are the same?
A. The moon keeps the same face turned toward the earth
B. The moon can never be seen from one hemisphere of the earth
c. All lunar phases can be seen from the earth
D. There are about 12 months per year",Physics,"Which of the following is a consequence of the fact that the rotation and
revolution periods of the moon are the same?",The moon keeps the same face turned toward the earth,The moon can never be seen from one hemisphere of the earth,All lunar phases can be seen from the earth,There are about 12 months per year,,Other,Unknown,1094,5,26,38,Easy,other
"The length of side of a square loop is
4m. This loop is placed in a uniform magnetic field of 2.5 t. Outside the loop, the magnetic field is zero and it is coming out side from magnetic field perpendicularly with velocity \( 2 \mathrm{m} / \mathrm{s} \). Find the value of induced emf in loop after
one second.",Physics,,,,,,,Kinematics,Easy,1015,9,23,148,Easy,kinematics
"Explain using circuit diagram the working of \( n \) -p-n transistor as \( \mathrm{CE} \) amplifier. Hence obtain expression for
its voltage gain in common emitter configuration.",Physics,,,,,,,Mechanics,Medium,1066,2,55,97,Medium,electricity
"In an experiment, the values of two
resistances were measured as \( \boldsymbol{R}_{1}= \)
\( (5.00 \pm .2) \Omega \) and \( R_{2}=(10.00 \pm .1) \Omega \)
The percentage error in the combined resistance in parallel is :
A \( .(4.46 \%) \)
B. \( (7.00 \%) \)
\( c .(5.55 \%) \)
D. \( (3.35 \%) \)",Physics,,,,,,,Electricity,Hard,1022,3,71,86,Hard,thermodynamics
"A transparent sphere of radius \( 20 \mathrm{cm} \) and refractive index 1.6 is fixed in a hole
of the partition separating the two
media: A(refractive index \( n_{1}=1.2 \) ) and B
(refractive index \( n_{3}=1.7 \) ). A luminous point object is placed \( 120 \mathrm{cm} \) from
surface of sphere in medium A. It is viewed from D in medium B in a
direction normal to the sphere. Find the
position of the image formed by the rays, from point \( \mathrm{N} \)",Physics,,,,,,,Optics,Easy,1048,8,83,242,Hard,kinematics
"A sphere has to purely roll upwards. At an instant when the velocity of sphere is
\( v, \) frictional force acting on it is
A. downwards and \( \mu \) mg cos \( \theta \)
B. downwards and \( \frac{2 m g \sin \theta}{7} \)
c. upwards and \( \mu m g \cos \theta \)
D. upwards and \( \frac{2 m g \sin \theta}{7} \)",Physics,"A sphere has to purely roll upwards. At an instant when the velocity of sphere is
\( v, \) frictional force acting on it is",downwards and \( \mu \) mg cos \( \theta \),downwards and \( \frac{2 m g \sin \theta}{7} \),upwards and \( \mu m g \cos \theta \),upwards and \( \frac{2 m g \sin \theta}{7} \),,Kinematics,Easy,1047,5,68,252,Medium,optics
