Questions,Subject,cleaned_question,topic,Topic_Difficulty,student_id,quiz_attempt,score,time_taken,difficulty,recommended_next_topic,question,option_1,option_2,option_3,option_4,correct_answer
"State the position of the object in case of image formed by a concave mirror with the following characteristics : image is virtual and
upright",Physics,state position object case image formed concave mirror following characteristic image virtual upright,Optics,Easy,1058,10,92,242,Hard,thermodynamics,,,,,,
"Fill in the blank.
Dynamic Fluid Friction is the
sliding friction of solids.
A. higher than
B. lower than
c. same as
D. higher than or equal to",Physics,fill blank dynamic fluid friction sliding friction solid higher lower higher equal,Mechanics,Medium,1091,2,49,232,Medium,mechanics,"Fill in the blank.
Dynamic Fluid Friction is the
sliding friction of solids.",higher than,lower than,same as,higher than or equal to,
"A particle is moving along a circular path with a constant speed of \( 10 m s^{1} \) What is the magnitude of the change is velocity of the particle, when it moves
through an angle of 60 around the centre of the circle?
A .
в. \( 10 \mathrm{m} / \mathrm{s} \)
\( \mathbf{c} \cdot 10 \sqrt{3} m / s \)
D. \( 10 \sqrt{2} \mathrm{m} / \mathrm{s} \)",Physics,particle moving along circular path constant speed 10 s1 magnitude change velocity particle move angle 60 around centre circle 10 mathrmm mathrms mathbfc cdot 10 sqrt3 10 sqrt2 mathrmm mathrms,Kinematics,Easy,1054,3,48,243,Medium,mechanics,,,,,,
"When n number identical cell of emf E is
connected in series, the net emf of the
system will be
\( A \cdot E \)
B. Eln
\( c \cdot n E \)
D. \( (n+1) E \)",Physics,number identical cell emf connected series net emf system cdot eln cdot n1,Other,Unknown,1058,3,83,63,Hard,thermodynamics,,,,,,
"Which conductor has more electrical
conductivity?
A. Intrinsic semiconductors
B. Extrinsic semiconductors
c. Both have same
D. can't compare",Physics,conductor electrical conductivity intrinsic semiconductor extrinsic semiconductor cannot compare,Other,Unknown,1071,10,69,236,Medium,electricity,"Which conductor has more electrical
conductivity?",Intrinsic semiconductors,Extrinsic semiconductors,Both have same,can't compare,
"Which of the following are correct?
This question has multiple correct options
A. The shear modulus of a liquid is infinite.
B. Bulk modulus of a perfectly rigid body is infinity.
C. According to Hookes law, the ratio of the stress and strain remains constant.
D. None of the above.",Physics,following correct question multiple correct option shear modulus liquid infinite bulk modulus perfectly rigid body infinity according hooke law ratio stress strain remains constant none,Other,Unknown,1068,7,56,188,Medium,mechanics,"Which of the following are correct?
This question has multiple correct options",The shear modulus of a liquid is infinite.,Bulk modulus of a perfectly rigid body is infinity.,"According to Hookes law, the ratio of the stress and strain remains constant.",None of the above.,
"Assertion : When a particle moves in a
circle with a uniform speed, its velocity and acceleration both changes.

Reason : The centripetal acceleration in circular motion is dependent on angular velocity of the body.
A. If both Assertion and Reason are true and the Reason is the correct explanation of the Assertion
B. If both Assertion and Reason are true but the Reason i not the correct explanation of the Assertion
c. If Assertion is true statement but Reason is false
D. If both Assertion and Reason are false statements",Physics,assertion particle move circle uniform speed velocity acceleration change reason centripetal acceleration circular motion dependent angular velocity body assertion reason true reason correct explanation assertion assertion reason true reason correct explanation assertion assertion true statement reason false assertion reason false statement,Kinematics,Easy,1027,10,99,233,Hard,thermodynamics,"Assertion : When a particle moves in a
circle with a uniform speed, its velocity and acceleration both changes.

Reason : The centripetal acceleration in circular motion is dependent on angular velocity of the body.",If both Assertion and Reason are true and the Reason is the correct explanation of the Assertion,If both Assertion and Reason are true but the Reason i not the correct explanation of the Assertion,If Assertion is true statement but Reason is false,If both Assertion and Reason are false statements,
"toppr
Q Type your question
\( A \)
B.
\( c \)
\( D \)",Physics,toppr type question,Other,Unknown,1057,5,82,101,Hard,kinematics,,,,,,
"Potentiometer measures potential more accurately because
A. it measures potential in open circuitt
B. it uses sensitive galvanometer for null deflection
c. it uses high resistance potentiometer wire.
D. it measures potential in closed circuit",Physics,potentiometer measure potential accurately measure potential open circuitt us sensitive galvanometer null deflection us high resistance potentiometer wire measure potential closed circuit,Electricity,Hard,1032,4,21,152,Easy,electricity,Potentiometer measures potential more accurately because,it measures potential in open circuitt,it uses sensitive galvanometer for null deflection,it uses high resistance potentiometer wire.,it measures potential in closed circuit,
"In the given circuit find the ratio of \( i_{1} \) to
\( i_{2} . \) Where \( i_{1} \) is the initial \( (\text { at } t=0) \)
current, and \( i_{2} \) is steady state \( (\text { at } t= \)
\( \infty) \) current through the battery.
A . \( 1 . \)
В. 0.8
c. 1.2
D. 1.5",Physics,given circuit find ratio i_1 i_2 i_1 initial text t0 current i_2 steady state text infty current battery 08 12 15,Electricity,Hard,1087,6,94,214,Hard,kinematics,,,,,,
"Complete the following statements with an appropriate word / term to be filled in the blank space(s).

Magnetic field lines emerge from the pole of a solenoid or a
permanent magnet
A. north
B. south
c. north-east
D. none of these",Physics,complete following statement appropriate word term filled blank space magnetic field line emerge pole solenoid permanent magnet north south northeast none,Other,Unknown,1037,1,21,218,Easy,other,"Complete the following statements with an appropriate word / term to be filled in the blank space(s).

Magnetic field lines emerge from the pole of a solenoid or a
permanent magnet",north,south,north-east,none of these,
"The main sequence on the H-R diagram includes
A. about 90 percent of all stars
B. white dwarfs
c. red giants
D. pulsars",Physics,main sequence hr diagram includes 90 percent star white dwarf red giant pulsar,Other,Unknown,1010,4,56,235,Medium,electricity,The main sequence on the H-R diagram includes,about 90 percent of all stars,white dwarfs,red giants,pulsars,
Calculate net work done by the gas.,Physics,calculate net work done gas,Mechanics,Medium,1044,6,38,39,Easy,mechanics,,,,,,
"The equivalent quantity of mass in electricity is :
A. current
B. self inductance
c. potential
D. charge",Physics,equivalent quantity mass electricity current self inductance potential charge,Mechanics,Medium,1032,3,64,106,Medium,electricity,The equivalent quantity of mass in electricity is :,current,self inductance,potential,charge,
"Two balls \( A \) and \( B \) having masses \( m \) kg and \( 2 m \mathrm{kg}, \) moving with speeds \( 21 \mathrm{m} / \mathrm{s} \) and \( 4 \mathrm{m} / \mathrm{s} \) respectively in opposite direction, collide head on. After collision \( A \) moves with a speed of \( 1 \mathrm{m} / \mathrm{s} \) in the same direction, then incorrect
statement is :
A. The velocity of B after collision is 6 \( \mathrm{m} / \mathrm{s} \) opposite to the direction before collision
B. The coefficient of resitution is 0.2
c. The loss of kinetic energy due to collision is \( (200 \mathrm{m}) \) )
D. The impulse of the force between the two ball is \( (40 \mathrm{m}) \) Ns",Physics,two ball mass kg mathrmkg moving speed 21 mathrmm mathrms mathrmm mathrms respectively opposite direction collide head collision move speed mathrmm mathrms direction incorrect statement velocity collision mathrmm mathrms opposite direction collision coefficient resitution 02 loss kinetic energy due collision 200 mathrmm impulse force two ball 40 mathrmm n,Kinematics,Easy,1075,1,75,72,Hard,kinematics,"Two balls \( A \) and \( B \) having masses \( m \) kg and \( 2 m \mathrm{kg}, \) moving with speeds \( 21 \mathrm{m} / \mathrm{s} \) and \( 4 \mathrm{m} / \mathrm{s} \) respectively in opposite direction, collide head on. After collision \( A \) moves with a speed of \( 1 \mathrm{m} / \mathrm{s} \) in the same direction, then incorrect
statement is :",The velocity of B after collision is 6 \( \mathrm{m} / \mathrm{s} \) opposite to the direction before collision,The coefficient of resitution is 0.2,The loss of kinetic energy due to collision is \( (200 \mathrm{m}) \) ),The impulse of the force between the two ball is \( (40 \mathrm{m}) \) Ns,
"Differentiate between NPN \& PNP
transistors.?",Physics,differentiate npn pnp transistor,Other,Unknown,1045,2,41,94,Medium,mechanics,,,,,,
"In the absence of an electric field, the mean velocity of free electrons in a
conductor at absolute temperature \( (\boldsymbol{T}) \)
is
A . zero
B. independent of \( T \)
c. proportional to \( T \)
D. proportional to \( T^{2} \)",Physics,absence electric field mean velocity free electron conductor absolute temperature boldsymbolt zero independent proportional proportional t2,Kinematics,Easy,1082,3,52,216,Medium,optics,,,,,,
"Two free positive charges \( 4 q \) and \( q \) are
at a distance \( l \) apart. What charge \( Q \) is needed to achieve equilibrium for the entire system and where should it be
placed from charge \( q ? \)
\( \left.^{\mathbf{A}} \cdot Q=\frac{4}{9} q \quad \text { (negative at } \frac{l}{3}\right) \)
\( \left.^{\mathrm{B}} Q=\frac{4}{9} q \quad \text { (positive at } \frac{l}{3}\right) \)
\( \left.^{\mathrm{c}} Q=q \quad \text { (positive at } \frac{l}{3}\right) \)
\( \left.^{\mathrm{D}} Q=q \quad \text { (negative at } \frac{l}{3}\right) \)",Physics,two free positive charge distance apart charge needed achieve equilibrium entire system placed charge leftmathbfa cdot qfrac49 quad text negative fracl3right leftmathrmb qfrac49 quad text positive fracl3right leftmathrmc qq quad text positive fracl3right leftmathrmd qq quad text negative fracl3right,Electricity,Hard,1023,2,29,186,Easy,electricity,,,,,,
"Earthquake is also known as:
A. nektons
B. blusters
c. temblors
D. flickers",Physics,earthquake also known nekton bluster temblor flicker,Other,Unknown,1034,4,35,41,Easy,other,Earthquake is also known as:,nektons,blusters,temblors,flickers,
"another prism of refractive index \( n_{2} \) are
struck together without a gap as shown,
\( \boldsymbol{n}_{1} \) and \( \boldsymbol{n}_{2} \) depend upon \( \boldsymbol{\lambda} \) the wave
length of light according ton \( _{1}=1.2+ \) \( \frac{10.8 \times 10^{4}}{\lambda^{2}} \) and \( n_{2}=1.45+\frac{1.8 \times 10^{4}}{\lambda^{2}} \)
where \( \lambda \) is in nanometer.
(a)Calculate the wave length \( \lambda_{0} \) for
which rays incident at any angle on the
interface pass through without bending
a the interface.
(b)For light of wave length \( \lambda_{0} \) for which
rays incident on the face \( A C \) such that
the deviated produced by the
combination of the prism is minimum.",Physics,another prism refractive index n_2 struck together without gap shown boldsymboln_1 boldsymboln_2 depend upon boldsymbollambda wave length light according ton _112 frac108 time 104lambda2 n_2145frac18 time 104lambda2 lambda nanometer acalculate wave length lambda_0 ray incident angle interface pas without bending interface bfor light wave length lambda_0 ray incident face deviated produced combination prism minimum,Optics,Easy,1071,6,29,149,Easy,optics,,,,,,
"The current does not rise immediately
in a circuit containing inductance
A. because of induced emf
B. because of high voltage drop
c. because of low power consumption
D. because of joule heating",Physics,current rise immediately circuit containing inductance induced emf high voltage drop low power consumption joule heating,Mechanics,Medium,1099,6,54,117,Medium,electricity,"The current does not rise immediately
in a circuit containing inductance",because of induced emf,because of high voltage drop,because of low power consumption,because of joule heating,
"A 10 m long potentiometer wire is
connected to a battery having a steady voltage. A Leclanche cell is balanced at
\( 4 m \) length of the wire. If the length is kept the same, but its cross-section is doubled, the null point will be obtained
at:
\( \mathbf{A} \cdot 8 m \)
в. \( 4 m \)
c. \( 2 m \)
D. None of these",Physics,10 long potentiometer wire connected battery steady voltage leclanche cell balanced length wire length kept crosssection doubled null point obtained mathbfa cdot none,Electricity,Hard,1030,7,28,167,Easy,electricity,,,,,,
"Assume 100 pm \( X \) -ray beam is passed through YDSE. Interference pattern is observed on a photographic plate placed \( 40 \mathrm{cm} \) away from the slits. What should be the separation between the slits so that the separation between two successive maxima is \( 0.1 \mathrm{mm} \)
A \( .4 \mu m \)
в. \( 0.4 \mu m \)
\( c .4 n m \)
D. \( 40 \mu m \)",Physics,assume 100 pm ray beam passed ydse interference pattern observed photographic plate placed 40 mathrmcm away slit separation slit separation two successive maximum 01 mathrmmm mu 04 mu 40 mu,Kinematics,Easy,1051,10,69,48,Medium,electricity,,,,,,
"x-y curve at an instant for a wave
travelling along \( x \) axis on a string is shown. Slope at the point \( A \) on the curve,
as shown, is \( 53^{\circ} \)
This question has multiple correct options
A. Transverse velocity of the particle at point A is positive if the wave is travelling along the positive x axis.
B. Transverse velocity of the particle at point A is positive if the wave is travelling along the negative x axis of the particle at point \( A \)
C. The magnitude of transverse velocity of the particle at point A is greater than the wave speed.
D. The magnitude of the transverse velocity of the particle at point A is lesser than wave speed",Physics,xy curve instant wave travelling along axis string shown slope point curve shown 53circ question multiple correct option transverse velocity particle point positive wave travelling along positive axis transverse velocity particle point positive wave travelling along negative axis particle point magnitude transverse velocity particle point greater wave speed magnitude transverse velocity particle point lesser wave speed,Kinematics,Easy,1041,4,78,30,Hard,kinematics,"x-y curve at an instant for a wave
travelling along \( x \) axis on a string is shown. Slope at the point \( A \) on the curve,
as shown, is \( 53^{\circ} \)
This question has multiple correct options",Transverse velocity of the particle at point A is positive if the wave is travelling along the positive x axis.,Transverse velocity of the particle at point A is positive if the wave is travelling along the negative x axis of the particle at point \( A \),The magnitude of transverse velocity of the particle at point A is greater than the wave speed.,The magnitude of the transverse velocity of the particle at point A is lesser than wave speed,
